Key;Authors;Title;Publication_Year;Abstract;estado;razones;justificacion
PirEdu_2020;"Piroscă, G.I.; Şerban-Oprescu, G.L.; Badea, L.; Dedu, S.";Education for Sustainable Development - An Evaluation of Students' Perceptions within the Bucharest University of Economic Studies;2020;Education for sustainable development (ESD) is a key component of sustainable university. The complex issue of ESD raised a great amount of interest among scholars and stakeholders. The body of studies published so far highlight that even though ESD seems well defined from a theoretical level, there are still numerous gaps and missing links between university policies and strategies. In this context, the present study explores how business students, as recipients of ESD, perceive their own level of knowledge acquired about sustainable development. Using statistical and econometric methods on a sample (N = 1249) of students from Bucharest University of Economic Studies (which is the most important university in Romania on the economic field), the study shows a heterogeneous perception among observed population. Bucharest University of Economic Studies (BUES) was chosen due to the fact that it is the most prestigious university in Romania, ranking 801-1000 in the world in the Times Higher Education World University Ranking 2020 and thus being ranked first in Romania. Also, the significant number of students enrolled in the bachelor's degree (27,598) places BUES among the largest universities with economic and business profile in the South-East of Europe. The results of the research show a heterogeneous perception in the analyzed sample and reveals university studies potential to develop ESD (the students in the final year report a higher level of knowledge on sustainable development than those in the first year). At the same time, students perceive a level of knowledge acquired about sustainable development below average, which suggests that ESD among business students is still at an early stage. Finally, the analysis shows that, frequently, students are not fully aware that the information gained during university studies is relevant to the issue of sustainable development. © 2020, Editura ASE Bucuresti.;PASS;passed_all_filters;
ZhoEdu_2024;Zhou, RH;Education for sustainable development in China: experiences from school teachers' perspectives and enactments;2024;Given the rapid development of Education for Sustainable Development (ESD) in the global north and south, the status of ESD in Chinese primary education remains underexplored. Teachers, who play a critical role as education stakeholders in enacting and spreading the influences of ESD, have been largely overlooked in ESD research focusing on China. This paper therefore aimed to narrow this research gap and provide an empirical snapshot illustrating the progress of ESD through the eyes of Chinese primary school teachers. Drawing on an analysis of 151 questionnaires and 25 semi-structured interviews, the study finds that ESD is primarily interpreted as environmental education and often linked through the literal connections of 'sustainability', 'education', and 'development'. ESD is enacted mainly through school activities, policies, curricula, and extracurricular opportunities, though inconsistencies in implementation are evident. The findings provides empirical evidence of ESD in Chinese primary education and build foundations for further investigation into how ESD can be more effectively integrated and practiced within China's educational system.;EXCLUDE;missing_keyword_groups: group_2;Title: Education for sustainable development in China: experiences from school teachers' perspectives and e
SánEdu_2022;"Sánchez, O.Z.; Marúm-Espinosa, E.M.; Armenta, C.E.R.";Education for sustainable development in higher education: The effect of areas of knowledge on the conceptions of university teachers;2022;In Mexico, higher education institutions (HEIs) have adopted best practices to incorporate a sustainability perspective into the teaching process, yet without making transcendental changes in their structures or academic management procedures to integrate this perspective in teaching duties. The objective of this research was to study the effect that the disciplines have prevailing notions among faculty about the concept of education for sustainable development (ESD) in the context of teaching. A cross-sectional survey was applied to professors who belong to research groups in 26 Mexican HEIs, using a mixed sampling method and inferential statistics. The results show that the professors hold different interpretations of the concept of ESD, depending on their field of knowledge. This specific finding has implications for public policies related to incentives such as the Professor Development Program (PRODEP) and structuring teaching activities in HEIs, which maintain models that generate discipline barriers and inhibit interdisciplinary and transdisciplinary work, as required by ESD. © 2022, Arizona State University. All rights reserved.;PASS;passed_all_filters;
AshEff_2025;"Ashraf, M.A.; Amir, T.; Ratan, S.R.A.";Effects of faculty psychological empowerment and autonomy on sustainable quality education in the didactics of accreditation and green pedagogy;2025;"Purpose – Both QS World university rankings and US higher education accreditation agencies provide external quality evaluation for institutions to deliver quality control and assurance, which causes ample criticism about the academic freedom of teaching staff. Moreover, Austria-based Green Pedagogy advocates outcome-based sustainable quality learning, which promotes teachers’ psychological empowerment and autonomy and the UNESCO model of education advances a transformative paradigm to sustain social, economic and environmental well-being. In this backdrop, this study aims to attain two objectives: the first is to conceptualize a research framework investigating psychological empowerment for predicting faculty academic autonomy, which, in turn, influences sustainable quality education in private higher education institutes (HEIs); and the second is to explore the expert opinion on the suitability of an approach to sustainable quality education between the movements of Green Pedagogy and the UNESCO model globally. Design/methodology/approach – To attain the objectives, this study uses a model of psychological empowerment (MPE) as its theoretical basis. The data (n = 390) was electronically collected from the teachers of 21 private universities through a self-administered questionnaire and analyzed following the procedure of Smart-PLS-SEM. Respondents were selected based on a random sampling procedure. Findings – Findings of this study indicate that psychological empowerment significantly influences teacher autonomy, which significantly influences sustainable quality education. The findings also highlight that the scholars vie for the Green Pedagogy in comparison to Education for Sustainable Development to ensure sustainable quality education in private HEIs. Furthermore, content analyses show that the US higher education accreditation process dilutes faculty academic freedom as well as quality education. Research limitations/implications – From a research perspective, this study results demonstrate that the MPE appears to be a robust theoretical approach. It also implies that a psychologically empowered teacher is characterized by greater autonomy, responsibility, belief in their competences and application of them in work practice and ability to teach their students effectively. Future research needs further investigation to reconfirm the results. Practical implications – From a practical standpoint, the results of this study have significant and pervasive lessons for the administrators and academic leaders in HEIs. First, the management of HEIs can capitalize to psychologically empower the faculty members and also allow adequate academic autonomy to ensure sustainable quality education. Second, this study highlights that the Green Pedagogy approach is practically more suitable to attain sustainability in HEIs. And third, with the advancement of new technology, faculty members have to prepare themselves with improved knowledge and pedagogy techniques for which they need to be empowered more by allowing significant level of faculty autonomy. Social implications – Social implications of this study are that Green Pedagogy is observed to be superior to UNESCO model in terms of ensuring sustainable quality education by which the students and teachers can contribute more in social and community development. Originality/value – This study has a significant empirical contribution in understanding the importance of faculty empowerment and freedom or autonomy to ensure sustainable quality learning embodying the Green Pedagogy approach in HEIs, when international HEIs are competing for accreditation and QS rankings. © 2024 Emerald Publishing Limited";PASS;passed_all_filters;
BarEme_2022;"Barrineau, S.; Mendy, L.; Peters, A.-K.";Emergentist education and the opportunities of radical futurity;2022;"Higher education has been criticised for its instrumental character, which constrains possibilities for meaningful change towards sustainability. Drawing on the concept of radical futurity, we develop a conception of education that we call ""emergentist education"". We integrate literature from futures studies, education for sustainable development, philosophy of education, and bring into dialogue experiences from three futures-facing educational contexts at a Swedish university. We identify three key areas to conceive of emergentist education and its value in practice: disciplinary and institutional norms, convening around anticipatory emotions, and deepening the paradox of sustainability as emergent through radical futurity. We apply a diffractive analysis through these key areas to demonstrate how a reorientation of education as emergentist might allow students and teachers to contest visions of futures. This work helps in approaching the liberation of education to allow young people to come together whole-heartedly around what matters to them. © 2022 The Authors";PASS;passed_all_filters;
PanEmp_2024;"Panakaje, N.; Parvin, S.; Sheikh, N.; Kulal, A.; Bazigha, U.M.; Lasrado, B.S.; Irfana, S.";Empowering sustainability practice via sustainability literacy: a mediated model;2024;Purpose: Combating unsustainable activities is a crucial barrier to sustainable development, since they have drastically escalated the climate change which needs an immediate attention by the Z generation. The study aims to examine the role of sustainability literacy, institutional initiatives and individual factors in impacting university students’ sustainable practices by giving due consideration to teacher support and student engagement. Design/methodology/approach: With the descriptive design, a survey questionnaire was used to gather data for this investigation, collecting responses from 419 university students from the region of Karnataka, India, with an impressive response rate of 96%. Following the data collection, statistical techniques, such as regression analysis, one sample t-test and structural equation modelling, were applied to evaluate the direct and indirect impacts of numerous sustainability factors on student’s sustainable practices. Findings: Firstly, we found that students need to have strong sustainable literacy, institutional initiatives and individual factors to amplify their sustainable practices. Moreover, mediating influence of teacher support and student engagement were also observed in the current research. Interestingly, student’s sociocultural environment and government initiatives played a moderating role in uplifting their sustainable practices. Research limitations/implications: The results illuminate the involvement of all the stakeholders in contributing to sustainable future through sustainable practices. However, this study limits its scope to educational setting and gives no importance towards parental upbringing and influence which can be addressed in the future research. Originality/value: We provided a broader range of influencing factors to promote sustainable future for the future generation. © 2024, Emerald Publishing Limited.;PASS;passed_all_filters;
De Eng_2025;De Feo, G.;Engaging Environmental Education for Sustainable Waste Management-The Greenopoli Education Framework;2025;This paper presents Greenopoli, an innovative framework for sustainability and waste management education that has engaged over 600 schools and 90,000 students since 2014. Greenopoli is founded on the idea that children and youth can grasp environmental issues as well as adults and act as agents of change within their families and communities. The Greenopoli approach combines scientific accuracy with playful, creative pedagogy to simplify complex topics and stimulate peer-to-peer learning. It includes storytelling, games, field visits, and “green raps” (original environmental songs co-created with students). The framework is adaptive, with content and activities tailored to education stages from kindergarten through university. Educators adopt the role of moderators or facilitators, encouraging students to discuss and discover concepts collaboratively. Greenopoli’s participatory method has been implemented across all age groups, yielding enthusiastic engagement and tangible outcomes in waste sorting and recycling behaviors. The program’s reach has extended beyond schools through collaborations with national recycling consortia, NGOs, municipalities, and media (TV programs, social media, TEDx talks). Numerous awards and recognitions (2017–2025) have highlighted its impact. A comparative analysis shows that Greenopoli’s use of peer-led learning, gamification, and creative communication aligns with global best practices while offering a unique blend of tools. Greenopoli is a novel best-practice model in environmental education, bridging theory and practice and contributing to the goals of Education for Sustainable Development and a circular economy. It demonstrates the effectiveness of engaging youth as change-makers through interactive and creative learning, and it can inspire similar initiatives globally. © 2025 by the author.;PASS;passed_all_filters;
BerEnh_2025;"Bergamini, K.; Ojeda, C.G.; Gutiérrez Zamorano, P.; Medina, J.I.; Araya, M.J.; Vicuña, M.; Moris, R.";Enhancing urban sustainability in higher education in Chile: insights from active learning from online and in-class formats;2025;Purpose – This study aims to research the impact of online and in-class learning formats on students’ engagement and comprehension of urban sustainability (US) in a course offered at Pontificia Universidad Católica de Chile from 2015 to 2020. Design/methodology/approach – Employing a qualitative approach, we analyzed survey responses from 238 former students, focusing on their perceptions of the US and the effectiveness of various active learning activities. Findings – Results indicate a strong preference for in-class over online learning, attributing greater learning efficacy to the former. However, active learning strategies, particularly field trips, lectures and group work, were identified as highly effective in both formats. Also, integrating the US into general university curricula as a cross-curricular discipline suggests that faculty training in digital pedagogical tools could enhance the effectiveness of online learning. Notably, student characteristics such as age, gender and professional background influenced attitudes toward technology-enhanced education. Research limitations/implications – These insights are tempered by its focus on a specific, upper-middle-class student population, suggesting the need for further research across diverse educational contexts in Latin America. Originality/value – This research underscores the critical role of active learning and calls for broader curricular integration to equip students with essential competencies for addressing sustainability challenges. © 2025 Emerald Publishing Limited;PASS;passed_all_filters;
BakEnv_2025;"Bakhytzhankyzy Murat, A.; Abyzbekova, G.M.";Environmental Education: A Study of Kazakhstan Students’ Knowledge, Attitudes, and Practices in Waste Management;2025;Environmental pollution represents a global ecological challenge. Increasing volumes of waste severely disrupt ecological balance and pose threats to human health and quality of life. Against this backdrop, enhancing the environmental literacy of young people, especially university students, is of paramount importance. Strengthening their knowledge and fostering a sense of responsibility in waste management are key steps toward sustainable development. This study assesses the levels of knowledge, attitudes, and practical engagement of students from different urban contexts regarding solid waste management. The objective is to evaluate students’ environmental awareness and highlight the importance of integrating waste management themes into higher education curricula. The research sample included 433 students from Almaty, Astana, and Kyzylorda. Data were analyzed using SPSS 29.0.2.0, applying Mann–Whitney and Kruskal–Wallis tests. The study explored how gender, academic level, and place of residence influence knowledge, attitudes, and practices related to waste management. The results indicated no statistically significant gender differences in knowledge or practice. However, female students exhibited more positive attitudes toward waste management than their male counterparts. The study also revealed that higher levels of education were associated with improved environmental knowledge and practices. Students’ responses also varied by city, reflecting differences in local environmental exposure and infrastructure. These findings support the integration of environmental education, particularly around waste management, into university curricula. This study contributes to the development of effective environmental education programs and provides valuable insights for advancing research and policy in the field of sustainable waste management. © 2025 Mary Ann Liebert, Inc., publishers;EXCLUDE;missing_keyword_groups: group_1;Title: Environmental Education: A Study of Kazakhstan Students’ Knowledge, Attitudes, and Practices in Wast
AraExp_2024;Araneo, P.;"Exploring education for sustainable development (ESD) course content in higher education; a multiple case study including what students say they like";2024;This paper aims to contribute to the field of knowledge surrounding Education for Sustainable Development (ESD) curricula with a view to filling a gap in ESD literature by identifying features that may help ESD course designers. The study asks the questions: what is taught in ESD courses in higher education? and what content do students say they like? Working within the constructivist tradition, this study involved two groups of participants: 13 ESD design/delivery participants from six universities based in five countries (Group One) and 737 ESD students (Group Two) from three of those universities. The overarching methodology of comparative analysis was used to address the research questions. Data collection included course learning materials, participant questionnaires, one-on-one interviews, focus groups, and feedback on teaching. Group One data was analysed using comparative/descriptive analysis and reflexive thematic analysis was used for Group Two data. The methods were complementary to de/reconstruct data for comparability of features. NVivo software was employed to acquire results which are presented visually using tables and concept maps. The study identifies common content taught in stand-alone ESD courses and makes recommendations for course modelling based on Group One data contributions and what content Group Two say they like. The recommendations are presented as seven categories of consolidated curricular themes including science and sustainability based, contextually relevant, and futures hope. Consideration is given to student internal/external motivational domains and possible connection to curricular themes. Recommendations are practical and flexible, not prescriptive. The original contribution to knowledge lies in suggestions for ESD course content. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.;PASS;passed_all_filters;
FisExp_2018;"Fiselier, E.S.; Longhurst, J.W.S.; Gough, G.K.";Exploring the current position of ESD in UK higher education institutions;2018;Purpose: The purpose of this paper is to consider the position of education for sustainable development in the UK Higher Education (HE) sector with respect to the Quality Assurance Agency (QAA) and Higher Education Academy (HEA) Guidance for education for sustainable development (ESD). Design/methodology/approach: By means of a mixed-method approach underpinned by a concurrent triangulation design strategy, this research presents evidence from an online questionnaire survey and in-depth semi-structured interviews. Findings: Insights are presented from case studies of a group of UK Higher Education Institute (HEIs) which have made significant progress in embedding ESD in the curricula. Research limitations/implications: Central to this study is an exploration of the ESD integration process of this group including a description of the approaches to integration, the challenges faced and overcome and the critical success factors. It examines the role of a guidance instrument in simplifying and accelerating the ESD curricular integration process. The results of the study show that there is a multitude of integration approaches applied varying in their emphasis. Practical implications: The main challenge HEIs face is engaging staff that may question the relevance of the ESD concept, and that lack an understanding regarding its implications for their discipline. Critical success factors identified are institution-wide people support, high-level institutional support and funding. The QAA and HEA guidance has successfully supported HEIs in developing their ESD commitments. Originality/value: The results of this research can support HEIs in developing their own approach to ESD, as they learn from similar UK HE providers, particularly with respect to overcoming barriers and enhancing critical success factors to ESD curricular integration. © 2018, Emerald Publishing Limited.;PASS;passed_all_filters;
SchExp_2025;"Schutte, B.G.; Bayram, D.; Vennix, J.; van der Veen, J.";Exploring the implementation of challenge-based learning for sustainability education in Dutch secondary education: teachers' experiences;2025;Challenge-based learning (CBL) offers a promising approach for integrating education for sustainable development (ESD) in secondary schools. However, despite the growing body of knowledge on the implementation of CBL in higher education, less is known about its implementation in secondary education. This qualitative study investigated how secondary education teachers implement CBL using an adapted CBL compass, collecting data through semi-structured interviews with teachers (n = 8) and observations of teachers interacting in professional learning communities (n = 26). Results indicated that CBL in secondary schools involves meaningful, real-life challenges aligned with students’ interests, fostering citizenship skills and disciplinary knowledge through a student-centered approach, with teachers acting as coaches. Despite enthusiasm for CBL for ESD, teachers faced obstacles such as overloaded curricula, inflexible learning outcomes, and logistic issues in interdisciplinary collaboration. These findings can guide educators in overcoming these obstacles and encourage curriculum integration of ESD using CBL. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.;PASS;passed_all_filters;
HinFab_2025;Hindi, SS;Fabricating Natural Polymeric Encapsules for Pest Control Uploaded with 1,8-Cineole Extracted from Eucalypt Ecotypes' Leaves Using Innovative Microwave Tool;2025;"This research explores the potential of green encapsules uploaded with eucalypt essential oil (EEOs) in enhancing their functionality and application in pest control, focusing on suitable ecotype selection from King Abdulaziz University (KAU) campus, Hada Al-Sham (HAS) village, and Briman district as well as optimizing extraction processes. Eucalypt hybrids' leaves were collected from three different sites, and the EEOs were extracted using microwave-assisted steam distillation (MASD) and electric steam distillation (ESD) techniques. The physical and chemical properties of the EEO were determined. The identification of volatile chemical ingredients in the resulting EEOs was conducted using GC/MS after saponification and methylation procedures, and the ingredients were compared to those obtained from Eucalyptus globulus Labill, the ideal species containing the 1,8-cineol, the principal compound in its essential oil. The 1,8-cineole was found to be the major chemical constituent of the EEOs all over the two extraction methods, regardless of the ecotypes examined, and was interfered with other minor components such as 3-carene, alpha-pinene, alpha-myrcene, D-limonene, and alpha-terpinene. Eucalypt ecotypes grown at Hada Al-Sham village had the highest cineole content (59.29%) among the other sites studied. Compared to the ESD technique, MASD showed much promise because it is simple, facile, more ecofriendly and cost-effective, it kept oils true to their original form, and it allows to warm larger machines and spaces. The polymeric encapsules of either guar gum crosslinked by borax or sodium alginate crosslinked by calcium chloride were fabricated. Moreover, a bioassay screening of the encapsules uploaded with 1,8-cineole was evaluated against termite infection. The encapsules were found to be versatile tools with a wide range of applications; in particular, the alginate encapsules displayed superior characteristics. Furthermore, regardless of the encapsule type and the exposure duration, the mortality (%) of the insects was exceeded significantly for the high cineol concentrations compared to the lower ones for both alginate-based encapsules (ABEs) and guar gum-based encapsules (GGBEs). The higher the cineol concentrations, the higher the mortality percent of the termites. This finding can be attributed to the rapid toxic effect of the cineol compound at higher concentrations.";PASS;passed_all_filters;
CotFro_2026;"Cottafava, D.; Marengo, F.; Di Martino, G.; Corazza, L.";From Impact Accounting to Accounting for the Loops: Activating Sustainable Communities for Climate Action;2026;The growing urgency of climate change demands educational programs capable of triggering rapid and stable transformative actions, as well as impact accounting protocols capable of assessing their long-term effects. This study, thus, introduces a novel social impact accounting methodological framework for sustainability education for climate action (SECA)—accounting for the loops—based on system dynamics. This research applies the novel framework to a participatory case study of a university-led community garden to identify leverage points that may affect a SECA educational activity. It integrates semi-structured interviews with participants and stakeholders, qualitative inductive coding to identify relevant variables, and a causal loop diagram based on the identified variables to point out main leverage points that can amplify the positive impacts. Findings from the case study reveal that a sense of belonging and personal recognition activate reinforcing loops, while, counterintuitively, project size and community autonomy trigger balancing loops, increasing bureaucratic obstacles and required institutional support, which negatively affect participant motivation. The proposed approach offers both conceptual and methodological advancements for evaluating and designing sustainable community programs. © 2026 ERP Environment and John Wiley & Sons Ltd.;EXCLUDE;missing_keyword_groups: group_1;Title: From Impact Accounting to Accounting for the Loops: Activating Sustainable Communities for Climate A
WegGre_2025;"Wegenberger, O; Ponocny, I";Green Skills Are Not Enough: Three Levels of Competences from an Applied Perspective;2025;The world of work is increasingly recognizing sustainability needs and issues, which require skills and competences. Accordingly, concepts like green skills and sustainability competences have been discussed in the literature. However, it remains unclear what green skills are and what differentiates them from other concepts such as sustainability competences. The aim of this paper is to address the question of what green skills are in order to facilitate the application of them by bringing the concept closer to practice. A qualitative approach was employed, utilizing semi-structured interviews with experts engaged in sustainability matters across various sectors. In line with previous research, the term green skills is seen as a complex and ambiguous one. Based on the findings of the present study, we propose to differentiate three levels of skills and competences, delineated by their specificity: general sustainability competences, intermediate cross-sectional competences, and specific green skills. Additionally, experts underscored the pivotal role of personal values and interests.;EXCLUDE;missing_keyword_groups: group_2;Title: Green Skills Are Not Enough: Three Levels of Competences from an Applied Perspective
PujGre_2025;Pujun, C.;Green Skills in Logistics Vocational Education: A Comparative Study of Curriculum Integration in China and Germany;2025;The logistics sector plays a pivotal role in driving economic growth while addressing environmental sustainability challenges. As the industry transitions towards greener practices, the integration of ‘green skills’ into logistics vocational education and training becomes crucial for equipping the workforce with the competencies needed for sustainable growth. This study explores the integration of green skills into logistics vocational curricula in China and Germany, aiming to gain the current state and challenges in greening the VET curricula for equipping logistics professionals to address the transition towards a green logistics. Using a qualitative curriculum analysis framework inspired by Sterling's model of educational responses to sustainability, this study examines national, regional and school-level curricula to identify the embedded green skills and their integration approaches in both national contexts. The findings reveal both similarities and differences in green skills integration across the two countries. Both contexts exhibit a stronger emphasis on general green skills over logistics-specific and cross-sectoral green skills, reflecting a shared priority for transferable competencies. However, the Chinese curricula demonstrate a fragmented, bottom-up approach with inconsistent alignment between national and school-level curricula. In contrast, the German curricula adopt a more structured, top-down integration strategy, yet inconsistencies at the school level hinder deeper systemic reform. This study concludes that although both countries exhibit evidence of green skills integration, the efforts predominantly remain at the stage of ‘cosmetic reform’. Greater efforts are needed to strengthen the role of VET in supporting the global green transition, with a particular emphasis on adopting systemic approaches from a transformative perspective to embed sustainability into logistics vocational education. © 2025 The Author(s). International Journal of Training and Development published by Brian Towers (BRITOW) and John Wiley & Sons Ltd.;PASS;passed_all_filters;
alvGre_2023;"alvarez-García, O; Sureda-Negre, J";Greenwashing and education: An evidence-based approach;2023;In recent years, environmental issues have become the focus of societal concerns. In this context, the business world has been consolidating a form of green marketing management that merely conveys ambiguous or misleading messages rather than reflecting environmentally friendly business practices. This phenomenon is called greenwashing. This systematic review identifies and analyses the relationship between greenwashing and education (and at the more specific level of environmental education or education for sustainable development) in the academic literature. The sample consists of 20 papers retrieved from different databases using a systematic search strategy. As a result, an analysis of greenwashing trends in relation to education and its main approaches is presented: greenwashing literacy as an avoidance tool, the presence of the phenomenon in higher education institutions or in resources for educating, tools for identifying misleading green advertising and education, and anti-greenwashing educational proposals. Finally, some recommendations for identification and avoidance are presented. © 2023 Taylor & Francis Group, LLC.;PASS;passed_all_filters;
ValInc_2025;"Valnes Quammen, S.; Afitska, O.";Incorporating sustainability into American postsecondary modern foreign language classrooms at the pre-advanced level: exploring current practice and identifying future directions;2025;This article reviews recent literature concerned with the issues of interdisciplinary integration of sustainability-related content in American higher education curricula and expands the discussion into the integration of sustainability-related content into modern foreign language classrooms, particularly at the introductory and intermediate levels of study. The article first unpacks the concept of sustainability as an interdisciplinary curricular construct in a postsecondary context and situates it alongside recent research in education for sustainability (EfS) and content-based second language (L2) instruction. It then outlines the specific challenges and affordances of sustainability content and language integration for introductory and intermediate level language learners. Finally, the authors propose several considerations for language-and-content integration in order to both foster sustainability competencies and support student linguistic development in an instructed L2 setting at all levels. This article will be of interest to L2 educational professionals, higher education policy makers, and researchers concerned with enhancement of language and content integrated practices at tertiary levels of education. Cet article passe en revue la litt érature r écente traitant des questions d'int égration interdisciplinaire des contenus li és au d éveloppement durable dans les programmes d'enseignement sup érieur am éricains et élargit la discussion à l'int égration de ces contenus dans les cours de langues étrang ères modernes, en particulier aux niveaux d ébutant et interm édiaire. L'article analyse d'abord le concept de d éveloppement durable en tant que construction curriculaire interdisciplinaire dans le contexte postsecondaire et le situe à c ôt é des recherches r écentes sur l'éducation au d éveloppement durable (EDD) et sur l'enseignement des langues secondes (L2) orient é vers le contenu. Il expose ensuite les d éfis et les possibilit és sp écifiques de l'apprentissage int égr é de langues et de contenu ax é sur le d éveloppement durable pour les apprenants de niveaux d ébutant et interm édiaire. Enfin, les auteurs proposent plusieurs pistes de r éflexion sur l'int égration de la langue et du contenu afin de favoriser les comp étences en d éveloppement durable et de soutenir le d éveloppement linguistique des étudiants dans un contexte d'enseignement de L2 à tous les niveaux. Cet article int éressera les professionnels de l'enseignement de L2, les d écideurs politiques de l'enseignement sup érieur et les chercheurs soucieux de promouvoir les pratiques d'int égration de la langue et du contenu dans l'enseignement sup érieur. En este art ículo se revisa la bibliograf ía reciente de temas relativos a la integraci ón interdisciplinaria de contenidos relacionados con la sostenibilidad en los planes de estudios de la educaci ón superior estadounidense y se ampl ía el debate para incluir la integraci ón de la agenda de la sostenibilidad en las aulas de lenguas extranjeras modernas, especialmente en los niveles de estudio introductorios e intermedios. En primer lugar, el art ículo desglosa el concepto de la sostenibilidad como constructo curricular interdisciplinario dentro del ámbito postsecundario y lo sit úa junto a investigaciones recientes sobre la educaci ón para la sostenibilidad (EPS) y la ense ñanza de segundas lenguas (L2) por contenidos. A continuaci ón, perfila los retos y las affordances espec íficos del aprendizaje integrado de contenidos de sostenibilidad y lenguas extranjeras para aprendientes de nivel introductorio e intermedio. Por último, proponemos varias consideraciones que hay que tener en cuenta al emprender el aprendizaje integrado de contenidos y lenguas, tanto para fomentar las competencias en materia de sostenibilidad como para apoyar el desarrollo ling üístico de los estudiantes en un entorno de ense ñanza de L2 en todos los niveles. Este art ículo ser á de inter és para los profesionales de la ense ñanza de L2, los responsables de crear pol íticas para el sector de la educaci ón superior y los investigadores interesados en la mejora de las pr ácticas del aprendizaje integrado de contenidos y lenguas en los niveles terciarios de la educaci ón.;EXCLUDE;missing_keyword_groups: group_1;Title: Incorporating sustainability into American postsecondary modern foreign language classrooms at the p
MacInt_2026;"Mack, L.; Downs, C.";Integrating SDGs in EFL curriculum: challenges and perspectives;2026;Purpose – This study aims to enrich an understanding of the value of integrating Sustainable Development Goals (SDGs) into an English curriculum and its implications at an international HEI in Japan. Design/methodology/approach – Through an interpretivist framework, a mixed-method approach was employed, which involved conducting surveys for both teachers and students as well as document analysis. Data were gathered from an intermediate EFL course introducing an SDG topic about the impact of dietary choices. The study surveyed 20 EFL teachers, nine teachers of the specific SDG topic-infused course and 179 intermediate English students to gauge their views on the value of ESD curriculum integration in EFL classes. Qualitative open responses and documents were analyzed to determine the teachers’ and students’ opinions about the SDG curriculum in an English class. Findings – Data analysis revealed a generational gap: students valued the SDG-focused curriculum more than EFL teachers. This does not imply that EFL teachers did not value it, as both groups found SDGs motivating and consistent with the university’s mission. However, students viewed SDGs as interesting, interdisciplinary and relevant to their future, while teachers expressed concerns about the suitability and difficulty of the SDG topic. Document analysis showed the material to be difficult for students at the Intermediate level. Originality/value – While environmental studies are well-researched in Japan, literature still reveals gaps. This paper fills these gaps by presenting the integration of SDGs into a Japanese HEI curriculum and analyzing EFL teachers’ and Japanese students’ perspectives on SDG-focused curricula. © 2024 Emerald Publishing Limited;PASS;passed_all_filters;
VanMap_2025;"Vaniev, A.; Malt-Cullen, M.";Mapping pedagogies of education for sustainable development in Scottish higher education institutions;2025;Sustainable Development Goal (SDG) target 4.7 promotes education for sustainable development (ESD), urging higher education institutions (HEIs) to prepare students to address global sustainability challenges. Currently, the target indicators do not assess how ESD is enacted in HEIs, making ESD provision a black box in achieving SDG 4.7. This article proposes an analytical tool based on actor–network theory (ANT) to ‘unpack’ the black box of ESD pedagogies in HEIs. ANT allows a closer look at the web of human and non-human actors and their interrelations, visually mapping how ESD pedagogical practices are enacted. Drawing on public sustainability reports and ESD-related web pages of eight Scottish HEIs, we employed a hybrid data analysis approach to produce such a map. The aggregated actor–network map reveals clusters such as university sustainability bodies, ESD-related programs, curriculum elements, co-curricular training, and sustainability awards. Also, Scottish HEI reports and web pages tend to emphasise and quantify what is taught regarding sustainability issues and not elaborate on how ESD is taught. This way, ESD pedagogical practices, connecting students, educators, and curriculum to produce transformative learning, are missing in university reporting. Making those practices visible would provide further solid evidence of Scottish HEIs’ contribution to SDG 4.7. © The Author(s) 2024.;PASS;passed_all_filters;
O’NMet_2025;"O’Neill, E.J.; Fulton, C.; Matthews, J.; Hensey, C.";Metacognition design framework to aid metacognitive skill development in university students supported by the virtual learning environment;2025;Metacognitive skills are key transversal skills, strongly linked to academic achievement and essential for effective lifelong learning. They are widely recognized to underpin many of the core competencies required for effective social and professional participation, including core competencies such as critical thinking, problem-solving, and self-awareness, highlighted by United Nations Educational, Scientific and Cultural Organization (UNESCO) as key to Education for Sustainable Development. Digital learning technologies and virtual learning environments increasingly form a core strategic dimension of teaching and learning within Higher Education, however effectively harnessing them to enhance student learning remains challenging. This paper presents the Metacognition Design Framework, an evidence-based learning design that scaffolds the development of metacognitive skills in students through blended learning. It draws on the tools available within the virtual learning environment to provide a unique, and potentially powerful, opportunity to extend ‘metacognitive influence’ on student activity and learning outside standard class times with realistic levels of staff input. The design provides clarity for planning accessible learning interventions, their linkage with appropriate technology, and for guiding how face-to-face and online, or fully online, components interrelate. It also delivers an effective conduit to convey information in a practical format that readily permits adaptation to local contexts. Overall, it offers a practical way to re-frame educators as designers, increasing educator design capacity and the effective deployment of technology to enhance learning, at the same time targeting a learning outcome with high potential impact. © The Author(s) 2025.;PASS;passed_all_filters;
